source,author,title,description,publishedAt,content,processed_content,category
"{'id': None, 'name': 'Enter.co'}",Digna Irene Urrea,"Coco Tecnologías, la healthtech colombiana que busca salvar vidas con IA","Coco Tecnologías, es una healthtech fundada y dirigida por Robert Parada, que desarrolla diversas soluciones tecnológicas para...",2024-06-28T22:00:33Z,"Coco Tecnologías, es una healthtech fundada y dirigida por Robert Parada, que desarrolla diversas soluciones tecnológicas para entidades de salud. Una de sus herramientas más eficaces es el Bot asist… [+2865 chars]",coco tecnologías healthtech fundada dirigida robert parada desarrolla diversas soluciones tecnológicas entidades salud herramientas eficaces bot chars,Tecnología
"{'id': None, 'name': 'Forbes.com.mx'}",Forbes Staff,El mercado de autopartes aftermarket acelera en México,"Forbes México.
 El mercado de autopartes aftermarket acelera en México

El mercado de autopartes tiene un valor de 30,000 millones de dólares, que incluye piezas nacionales e importadas
El mercado de autopartes aftermarket acelera en México
Forbes Staff",2024-06-28T21:09:04Z,La industria de autopartes tiene amplias oportunidades de crecer en México. Y es que la demanda de repuestos y accesorios para los automóviles del segmento aftermarket puede ser aprovechada a través … [+2432 chars],industria autopartes amplias oportunidades crecer méxico demanda repuestos accesorios automóviles segmento aftermarket puede ser aprovechada través chars,Deportes
"{'id': None, 'name': 'Xataka.com.co'}",Wilson Vega,MWC Shanghai 2024: Honor redobla sus apuestas por la inteligencia artificial on-device,"La inteligencia artificial (IA) ocupó un lugar central en el MWC Shanghai, la edición regional de la feria comercial de comunicaciones móviles más grande del mundo, que concluyó este viernes en China. Tanto operadores de redes como proveedores de equipos pare…",2024-06-28T16:48:03Z,"La inteligencia artificial (IA) ocupó un lugar central en el MWC Shanghai, la edición regional de la feria comercial de comunicaciones móviles más grande del mundo, que concluyó este viernes en China… [+2625 chars]",inteligencia artificial ia ocupó lugar central mwc shanghai edición regional feria comercial comunicaciones móviles grande mundo concluyó viernes chars,Tecnología
"{'id': None, 'name': 'BeInCrypto'}",Luis Blanco,"Resumen semanal de BeInCrypto: Bolivia legaliza Bitcoin, boom de Hamster Kombat, VanEck solicita ETF de Solana…","Bienvenidos a otro resumen semanal de noticias de BeInCrypto, les traemos el top 10 noticias más relevantes de la semana del 22 al 28 de junio de 2024. Actualice instantáneamente las últimas noticias de Bitcoin, criptomonedas, blockchain, FinTech, mercados bu…",2024-06-28T12:12:00Z,"Bienvenidos a otro resumen semanal de noticias de BeInCrypto, les traemos el top 10 noticias más relevantes de la semana del 22 al 28 de junio de 2024. Actualice instantáneamente las últimas noticias… [+4554 chars]",bienvenidos resumen semanal noticias beincrypto traemos top 10 noticias relevantes semana 22 28 junio actualice instantáneamente últimas chars,Deportes
"{'id': None, 'name': 'Www.df.cl'}",Paula Vargas,Estudios de abogados internacionales despliegan sus desarrollos de IA en operaciones locales,,2024-06-28T08:00:00Z,"Más eficiencia, menores costos y, sobre todo, más tiempo para dedicar a los casos que llevan, son parte de los beneficios que ven en la inteligencia artificial (IA) los grandes estudios jurídicos mul… [+6317 chars]",eficiencia menores costos tiempo dedicar casos llevan parte beneficios ven inteligencia artificial ia grandes estudios jurídicos chars,Tecnología
"{'id': None, 'name': 'Elconfidencial.com'}",Alejandro Requeijo,La detenida por el caso Vidal-Quadras alega que fue utilizada por su ex y que solo mandó 250€,"Chahinez Kadid, de 27 años y arrestada en abril en Países Bajos, comparece en un tribunal de su país donde alega que desconocía los planes de matar al político",2024-06-28T03:00:00Z,"La mujer detenida hace semanas en Países Bajos por su presunta participación en el intento de asesinato de Alejo Vidal-Quadras compareció este miércoles ante un tribunal de su país. Chahinez Kadid, d… [+5603 chars]",mujer detenida hace semanas países bajos presunta participación intento asesinato alejo compareció miércoles tribunal país chahinez kadid chars,Deportes
"{'id': None, 'name': 'Xataka.com.co'}",Jessica Vargas A.,L200 Tritón de Mitsubishi: esta pick-up tiene una gran capacidad de remolque... lo comprobamos,"La sexta generación de la pick-up L200 Tritón de Mitsubishi Motors ya está disponible en Colombia.

Este lanzamiento oficial presenta un diseño totalmente renovado, bajo el concepto de 'Beast Mode', o 'Modo Bestia'. La nueva versión integra robustez, potencia…",2024-06-28T00:06:27Z,"La sexta generación de la pick-up L200 Tritón de Mitsubishi Motors ya está disponible en Colombia.
Este lanzamiento oficial presenta un diseño totalmente renovado, bajo el concepto de 'Beast Mode', … [+3983 chars]",sexta generación l200 tritón mitsubishi motors disponible colombia lanzamiento oficial presenta diseño totalmente renovado bajo concepto mode chars,Economía
"{'id': None, 'name': 'Hipertextual'}",Luis Miranda,Se filtran los nuevos Samsung Galaxy Watch Ultra y Galaxy Buds 3 a días de su anuncio oficial,"A unos días de su presentación oficial, una filtración dejó al descubierto los nuevos Galaxy Watch Ultra, Galaxy Buds 3 Pro y otros productos que se anunciarán en el Samsung Unpacked. Las imágenes coinciden con los rumores anteriores y no dejan nada a la imag…",2024-06-27T22:40:39Z,"A unos días de su presentación oficial, una filtración dejó al descubierto los nuevos Galaxy Watch Ultra, Galaxy Buds 3 Pro y otros productos que se anunciarán en el Samsung Unpacked. Las imágenes co… [+2919 chars]",días presentación oficial filtración dejó descubierto nuevos galaxy watch ultra galaxy buds 3 pro productos anunciarán samsung unpacked imágenes chars,Tecnología
"{'id': None, 'name': 'Enter.co'}",Digna Irene Urrea,Gobierno lanza programa ‘CiberPaz’ ¿En qué consiste?,"El ministro TIC, Mauricio Lizcano, anunció el lanzamiento del programa  ‘CiberPaz’, que llegará a todo el país, en búsqueda de...",2024-06-27T22:34:49Z,"El ministro TIC, Mauricio Lizcano, anunció el lanzamiento del programa  ‘CiberPaz’, que llegará a todo el país, en búsqueda de la promoción del uso consciente, empático, incluyente y responsable de l… [+1736 chars]",ministro tic mauricio lizcano anunció lanzamiento programa ciberpaz llegará país búsqueda promoción uso consciente empático incluyente responsable chars,Tecnología
"{'id': 'la-nacion', 'name': 'La Nacion'}",José Luis Brea,Pagar de todo con el celular: los principales bancos privados se preparan para lanzar el sistema “tap to phone”,"Una app permite convertir el teléfono móvil en una terminal de cobro sin contacto a menor costo que las POS; apuntan a comercios chicos y pequeños vendedores y proveedores de servicios; Galicia, Santander y Macro, a punto de entrar en un negocio en el que deb…",2024-06-27T22:25:15Z,El vendedor ambulante en la playa que acepta pagos con tarjetas de crédito y débito podría dejar de ser una rareza en el país o una postal casi exclusiva de los balnearios brasileños o uruguayos. Al … [+3735 chars],vendedor ambulante playa acepta pagos tarjetas crédito débito podría dejar ser rareza país postal casi exclusiva balnearios brasileños uruguayos chars,Deportes
"{'id': None, 'name': 'Clarín'}",Redacción Clarín,"Por qué México, Chile y el resto de América dicen que el VAR y los árbitros favorecen a la Selección Argentina",Hablan de favoritismo hacia el equipo de Lionel Messi.Cuáles son las jugadas que reclaman los trasandinos.Es una crítica que nació en el Mundial de Qatar.,2024-06-27T18:53:55Z,"La Selección Argentina, liderada por Lionel Messi, atraviesa y goza uno de los mejores ciclos de su extensa y ya gloriosa historia. La Copa América 2021 en Brasil, la Finalissima en Wembley, el Mundi… [+7735 chars]",selección argentina liderada lionel messi atraviesa goza mejores ciclos extensa gloriosa historia copa américa 2021 brasil finalissima wembley chars,Deportes
"{'id': None, 'name': 'Www.df.cl'}",Sofía Fuentes,BlackRock lanza el primer ETF de bitcoin en la Bolsa de Santiago,"El “iShares Bitcoin Trust” (IBIT) se ha consolidado como el mayor ETF de bitcoin del mundo, con más de US$ 20 mil millones en activos desde que inició su cotización en enero de 2024",2024-06-27T18:34:00Z,"Desde este jueves, en el mercado cotiza el ETF que replica el comportamiento del bitcoin de BlacRock denominado iShares Bitcoin Trust (IBIT).
El ETF comenzó a cotizar en la Bolsa de Santiago y forma… [+1854 chars]",jueves mercado cotiza etf replica comportamiento bitcoin blacrock denominado ishares bitcoin trust ibit etf comenzó cotizar bolsa santiago chars,Economía
"{'id': None, 'name': 'Forbes.com.mx'}",Mónica Valladolid,México puede cobrar menos impuestos con tecnología de nube: Amazon Web Services,"Forbes México.
 México puede cobrar menos impuestos con tecnología de nube: Amazon Web Services

Los costos operativos de los servicios gubernamentales se pueden reducir hasta 30% con el uso de esta tecnología, dice el líder de AWS Latam, Andrés José Tahtá.
M…",2024-06-27T16:20:00Z,"Washington D.C.- México tiene la posibilidad de reducir los impuestos que cobra a la población y elevar la seguridad usando la tecnología de nube, aseguró Andrés José Tahtá, director general de Servi… [+2302 chars]",washington méxico posibilidad reducir impuestos cobra población elevar seguridad usando tecnología nube aseguró andrés josé tahtá director general chars,Política
"{'id': None, 'name': 'Enter.co'}",Digna Irene Urrea,Monitores Samsung con inteligencia artificial y resoluciones 4K en Colombia,"Descubre los nuevos monitores Samsung con IA en Colombia: Odyssey OLED, Smart Monitor y ViewFinity. Conoce sus características...",2024-06-27T14:37:14Z,"La compañía surcoreana lanzó  su nueva línea de monitores con funciones de inteligencia artificial. Las pantallas profesionales están conformadas por los ViewFinity, serie gaming Odyssey OLED y la ga… [+4323 chars]",compañía surcoreana lanzó nueva línea monitores funciones inteligencia artificial pantallas profesionales conformadas viewfinity serie gaming odyssey oled chars,Tecnología
"{'id': None, 'name': 'Xataka.com.co'}",Jessica Vargas A.,"Samsung presenta monitores para el gamer, para el creador de contenido y para los aficionados de la IA","Samsung presentó en el país los monitores profesionales ViewFinity, la serie gaming Odyssey OLED y la gama inteligente Smart Monitor.

Estas son sus principales características.

 
 
 
 
 
 
 

 
 
 En Xataka Colombia
 

 Samsung lleva funciones de IA a sus…",2024-06-27T14:08:20Z,"Samsung presentó en el país los monitores profesionales ViewFinity, la serie gaming Odyssey OLED y la gama inteligente Smart Monitor.
Estas son sus principales características.
Odyssey OLED
Los mo… [+2436 chars]",samsung presentó país monitores profesionales viewfinity serie gaming odyssey oled gama inteligente smart monitor principales características odyssey oled chars,Entretenimiento
"{'id': None, 'name': 'Hipertextual'}",Azucena Martín,Dos jóvenes científicas inventan un dispositivo que detecta el cáncer de mama incluso en la selva,"La supervivencia del cáncer de mama ha mejorado exponencialmente en los últimos 20 años gracias a los avances tanto en tratamientos como en técnicas de diagnóstico. Estas cifras se aplican a países desarrollados. Por desgracia, en países con menos recursos a …",2024-06-27T13:52:00Z,La supervivencia del cáncer de mama ha mejorado exponencialmente en los últimos 20 años gracias a los avances tanto en tratamientos como en técnicas de diagnóstico. Estas cifras se aplican a países d… [+3881 chars],supervivencia cáncer mama mejorado exponencialmente últimos 20 años gracias avances tratamientos técnicas diagnóstico cifras aplican países chars,Tecnología
"{'id': None, 'name': 'Semana.com'}",Redacción Finanzas Personales,Aliste su hoja de vida: abren vacantes en Medellín y en Bogotá en áreas de diseño y marketing,Aliste su hoja de vida: abren vacantes en Medellín y en Bogotá en áreas de diseño y marketingsemana.com,2024-06-27T13:43:37Z,"En el dinámico mercado laboral colombiano, diversas oportunidades profesionales están surgiendo en áreas tan variadas como el diseño gráfico, la gestión de comunidades en redes sociales, la administr… [+6453 chars]",dinámico mercado laboral colombiano diversas oportunidades profesionales surgiendo áreas tan variadas diseño gráfico gestión comunidades redes sociales chars,Tecnología
"{'id': None, 'name': 'Puromarketing.com'}",Redacción,LLYC Expande su Horizonte con la Compra de la Consultora especializada en el análisis y visualización de datos Zeus,"PuroMarketing - LLYC ha anunciado la adquisición de Zeus, una consultora estratégica especializada en el análisis y visualización de datos. Con esta operación, LLYC no solo amplía su capacidad de gestión de datos, sino que también marca su entrada en Valencia…",2024-06-27T07:25:00Z,"LLYC ha anunciado la adquisición de Zeus, una consultora estratégica especializada en el análisis y visualización de datos. Con esta operación, LLYC no
 solo amplía su capacidad de gestión de datos,… [+2142 chars]",llyc anunciado adquisición zeus consultora estratégica especializada análisis visualización datos operación llyc solo amplía capacidad gestión datos chars,Deportes
"{'id': None, 'name': 'Europapress.es'}",,LLYC vuelve a salir de compras con la adquisición de la consultora de análisis de datos Zeus,"LLYC ha adquirido la consultora estratégica especializada en ingesta, análisis y visualización de datos Zeus, según ha informado en una nota de prensa la firma, que con esta operación desembarca además en Valencia.",2024-06-27T06:59:46Z,"MADRID, 27 Jun. (EUROPA PRESS) - 
 LLYC ha adquirido la consultora estratégica especializada en ingesta, análisis y visualización de datos Zeus, según ha informado en una nota de prensa la firma, qu… [+2453 chars]",madrid 27 jun europa press llyc adquirido consultora estratégica especializada ingesta análisis visualización datos zeus según informado nota prensa firma chars,Deportes
"{'id': None, 'name': 'Puromarketing.com'}",Redacción,"MMA Impact Argentina 2024: Conexión, coraje, emoción y empatía, las claves para surfear el futuro del marketing","PuroMarketing - Con más de 800 asistentes, MMA llevó adelante su evento más importante del año, donde 22 oradores abordaron los temas más relevantes de la industria del marketing como IA, Retail Media, Customer Experience (CX), Esports y Creator Economy.MMA, …",2024-06-27T06:54:00Z,"Con más de 800 asistentes, MMA llevó adelante su evento más importante del año, donde 22 oradores abordaron los temas más relevantes de la
 industria del marketing como IA, Retail Media, Customer Ex… [+9497 chars]",800 asistentes mma llevó adelante evento importante año 22 oradores abordaron temas relevantes industria marketing ia retail media customer chars,Deportes
"{'id': None, 'name': 'Bolsamania.com'}",redaccion@bolsamania.com (Bolsamanía),LLYC adquiere la consultora Zeus para impulsar el área de análisis de datos,"LLYC ha adquirido Zeus, consultora estratégica especializada en ingesta, análisis y visualización de datos. La compañía ha dicho en un comunicado que, con esta operación, ""da un paso más para expandir su capacidad de data management y fortalece su oferta inte…",2024-06-27T06:46:06Z,"LLYC ha adquirido Zeus, consultora estratégica especializada en ingesta, análisis y visualización de datos. La compañía ha dicho en un comunicado que, con esta operación, ""da un paso más para expandi… [+1922 chars]",llyc adquirido zeus consultora estratégica especializada ingesta análisis visualización datos compañía dicho comunicado operación da paso chars,Deportes
"{'id': None, 'name': 'El Financiero'}",Redacción,Éxito arrollador de Grupo Anderson’s en los premios #LatamDigital 2024,"Grupo Anderson's, líder restaurantero en México, ganó siete nominaciones que tenía en los prestigiosos premios #LatamDigital 2024. Estos galardones reconocen las mejores iniciativas y proyectos digitales en América Latina.",2024-06-27T00:29:12Z,"Grupo Andersons, líder restaurantero en México, ha reafirmado su liderazgo e innovación en el ámbito digital al ganar las siete nominaciones que tenía en los prestigiosos premios #LatamDigital 2024. … [+2942 chars]",grupo andersons líder restaurantero méxico reafirmado liderazgo innovación ámbito digital ganar siete nominaciones prestigiosos premios latamdigital 2024 chars,Entretenimiento
"{'id': None, 'name': 'Enter.co'}",Digna Irene Urrea,¿Cuál es la hoja de ruta para que las empresas implementen IA en Colombia? Esto dice IBM,"En el marco del evento ‘Tech Fest’ de IBM, celebrado en Bogotá, el cual reunió a más de 600 personas para conocer los avances de la IA...",2024-06-27T00:00:28Z,"En el marco del evento ‘Tech Fest’ de IBM, celebrado en Bogotá, el cual reunió a más de 600 personas para conocer los avances de la Inteligencia Artificial, ciberseguridad, nube híbrida y otras tecno… [+2687 chars]",marco evento tech fest ibm celebrado bogotá reunió 600 personas conocer avances inteligencia artificial ciberseguridad nube híbrida chars,Tecnología
"{'id': None, 'name': 'Enter.co'}",Alejandra Betancourt,"Motorola razr 50 y razr 50 ultra, los nuevos celulares que integran Gemini y mucha IA llegan a Colombia","... celular RAZR V3, Motorola sigue manteniendo su esencia y los límites de la tecnología móvil con su nueva generación moto razr 50.",2024-06-26T23:43:00Z,"Veinte años después del revolucionario celular RAZR V3, Motorola sigue manteniendo su esencia y los límites de la tecnología móvil con cada nueva generación del razr. Los nuevos motorola razr 50 ultr… [+5152 chars]",veinte años después revolucionario celular razr v3 motorola sigue manteniendo esencia límites tecnología móvil cada nueva generación razr nuevos motorola razr 50 chars,Tecnología
"{'id': None, 'name': 'Xataka.com.co'}",Jessica Vargas A.,"Gemini, la IA de Google, ya está disponible en todas las herramientas de Google Workspace","Google anunció que Gemini, su herramienta de inteligencia artificial, ya está disponible en los diferentes productos de Google Workspace. Esta integración tiene como objetivo mejorar la eficiencia y facilitar el trabajo en equipo mediante la automatización de…",2024-06-26T22:04:19Z,"Google anunció que Gemini, su herramienta de inteligencia artificial, ya está disponible en los diferentes productos de Google Workspace. Esta integración tiene como objetivo mejorar la eficiencia y … [+2794 chars]",google anunció gemini herramienta inteligencia artificial disponible diferentes productos google workspace integración objetivo mejorar eficiencia chars,Tecnología
"{'id': None, 'name': 'Aristeguinoticias.com'}",Redacción AN / SH,Chile busca aprovechar las oportunidades comerciales en México tras modernizar el TLC,"Tras 25 años de la entrada en vigor del TLC entre ambos países, el intercambio comercial alcanzó los 3.435 millones de dólares en 2023 y ha registrado un crecimiento promedio anual del 3,9 %, de acuerdo al Ministerio chileno de Relaciones Exteriores.",2024-06-26T18:14:57Z,"Aprovechar las oportunidades comerciales que proporciona México e impulsar la exportación chilena y el desarrollo de pequeñas y medianas empresas es el objetivo del Encuentro Latam México 2024, organ… [+3702 chars]",aprovechar oportunidades comerciales proporciona méxico impulsar exportación chilena desarrollo pequeñas medianas empresas objetivo encuentro latam méxico 2024 chars,Tecnología
"{'id': 'el-mundo', 'name': 'El Mundo'}",Fede Durán,Las marionetas digitales de 3D Animum y el milagro de una empleabilidad del 93%,"Alrededor de 1.200 alumnos pasan cada año por las aulas virtuales de 3D Animum, edtech malagueña especializada en formar a profesionales en tres esferas de la industria del ocio:...",2024-06-26T16:54:31Z,"Alrededor de 1.200 alumnos pasan cada año por las aulas virtuales de 3D Animum, edtech malagueña especializada en formar a profesionales en tres esferas de la industria del ocio: el cine de animación… [+3387 chars]",alrededor alumnos pasan cada año aulas virtuales 3d animum edtech malagueña especializada formar profesionales tres esferas industria ocio cine chars,Entretenimiento
"{'id': None, 'name': 'Enter.co'}",Alejandra Betancourt,"Vivo Y38, el nuevo celular que llega a Colombia: no tendrás que buscar toma corrientes en cada salida","vivo acaba de lanzar al mercado el nuevo vivo Y38, un celular que promete horas de carga para que el dispositivo se mantenga durante todo el día.",2024-06-26T16:40:43Z,"Uno de los principales problemas a los que se enfrentan los usuarios con sus teléfonos móviles es la poca capacidad de batería con la que cuentan, tal es el caso de teléfonos iPhone, los cuales tiend… [+1885 chars]",principales problemas enfrentan usuarios teléfonos móviles poca capacidad batería cuentan tal caso teléfonos iphone cuales chars,Tecnología
"{'id': None, 'name': 'El Financiero'}",Bloomberg Juan Pablo Spinetto,El efectivo ya no reina en América Latina,"Gracias a la revolución digital, el uso del dinero en efectivo está disminuyendo en América Latina, escribe Juan Pablo Spinetto.",2024-06-26T16:34:13Z,"Muchos de los grandes problemas de América Latina, desde la delincuencia hasta la desigualdad, parecen estar tan arraigados que no se pueden resolver. Pero hay un área en la que se pueden encontrar b… [+5723 chars]",grandes problemas américa latina delincuencia desigualdad parecen tan arraigados pueden resolver área pueden encontrar chars,Deportes
"{'id': None, 'name': 'Enter.co'}",Digna Irene Urrea,"Nueva plataforma ‘Yo mido la calidad’ revela desempeño del internet móvil de Claro, Movistar, Tigo y Wom",Yo mido la calidad es una herramienta que permite la visualización interactiva sobre el desempeño de las redes de acceso de los operadores...,2024-06-26T13:30:49Z,"La Comisión de Regulación de Comunicaciones (CRC) lanzó una nueva plataforma que te permitirá conocer y comparar indicadores de calidad de servicios de internet de Claro, Movistar, Tigo y Wom. ‘Yo mi… [+2239 chars]",comisión regulación comunicaciones crc lanzó nueva plataforma permitirá conocer comparar indicadores calidad servicios internet claro movistar tigo wom chars,Tecnología
"{'id': None, 'name': 'Www.df.cl'}",Renato Olmos,ProChile y Corfo firman alianza para apoyar internacionalización de startups,"También anunciaron el sexto llamado del programa GoGlobal, que permitirá a startups y scaleups nacionales acceder a los mercados de Colombia, Perú, México, EE.UU. (Miami) y España.",2024-06-26T12:58:00Z,"Un nuevo paso dieron Corfo y ProChile para apoyar la internacionalización de startups e innovación local. Este martes, ambas instituciones firmaron un convenio de colaboración en el que complementará… [+3331 chars]",nuevo paso dieron corfo prochile apoyar internacionalización startups innovación local martes ambas instituciones firmaron convenio colaboración chars,Tecnología
"{'id': None, 'name': 'Eleconomista.es'}",Noelia García,Se necesitarán 700 millones de empleos para absorber la fuerza laboral mundial en 2030,"Se estima que serán necesarios alrededor de 700 millones de empleos para absorber la creciente fuerza laboral mundial para el año 2030. Las micro, pequeñas y medianas empresas (mipymes) serán esenciales para alcanzar este objetivo. A pesar de los retos que en…",2024-06-26T12:47:01Z,"Se estima que serán necesarios alrededor de 700 millones de empleos para absorber la creciente fuerza laboral mundial para el año 2030. Las micro, pequeñas y medianas empresas (mipymes) serán esencia… [+7972 chars]",estima necesarios alrededor 700 millones empleos absorber creciente fuerza laboral mundial año micro pequeñas medianas empresas mipymes chars,Tecnología
"{'id': None, 'name': 'Xataka.com.co'}",Jessica Vargas A.,Moto G04: el Motorola de los Moto G más asequible del mercado,"El Motorola Moto G04 es uno de los smartphones más asequibles de la gama Moto G, que mantiene características destacadas como su pantalla de alta resolución y su batería de larga duración.
<!-- BREAK 1 -->
Aquí te contamos más sobre el Moto G04.

El Motorola …",2024-06-26T12:43:22Z,"El Motorola Moto G04 es uno de los smartphones más asequibles de la gama Moto G, que mantiene características destacadas como su pantalla de alta resolución y su batería de larga duración.
Aquí te c… [+1613 chars]",motorola moto g04 smartphones asequibles gama moto g mantiene características destacadas pantalla alta resolución batería larga duración aquí chars,Deportes
"{'id': None, 'name': 'Hibridosyelectricos.com'}",Rubén Leal,Esta compañía petrolera se acaba de interesar por el líder en intercambio de baterías de scooters eléctricos,"Hace años que Gogoro lidera el sector de los scooters eléctricos en cuanto a su sistema de intercambio de baterías se refiere. Una tecnología que permite cambiar los paquetes con baja carga por otros completos en apenas unos minutos, con todas las ventajas qu…",2024-06-26T09:34:50Z,Hace años que Gogoro lidera el sector de los scooters eléctricos en cuanto a su sistema de intercambio de baterías se refiere. Una tecnología que permite cambiar los paquetes con baja carga por otros… [+2729 chars],hace años gogoro lidera sector scooters eléctricos cuanto sistema intercambio baterías refiere tecnología permite cambiar paquetes baja carga chars,Tecnología
"{'id': None, 'name': 'Eleconomista.es'}",Noelia García,"""La IA revoluciona el Growth Hacking: una sola persona ahora puede lograr el impacto de un equipo""","Madrid ha reunido a los grandes referentes mundiales en el ámbito de las startups. Canva, Cabify, Vodafone y Vicio están hablando de las estrategias que les han permitido desarrollarse y convertirse en los líderes que son hoy. La Product Hackers Conference se…",2024-06-26T08:41:13Z,"Madrid ha reunido a los grandes referentes mundiales en el ámbito de las startups. Canva, Cabify, Vodafone y Vicio están hablando de las estrategias que les han permitido desarrollarse y convertirse … [+11403 chars]",madrid reunido grandes referentes mundiales ámbito startups canva cabify vodafone vicio hablando estrategias permitido desarrollarse convertirse chars,Deportes
"{'id': None, 'name': 'El Financiero'}",De jefes .,Refrigerantes que reducen consumo de energía,"Fluor and Energy Materials lanzó al mercado el Klea 473A, un refrigerante de alto desempeño.",2024-06-26T07:55:00Z,"Hoy se celebra el Día Mundial de los Refrigerantes que funcionan en una amplia gama de aplicaciones, que van desde sistemas de refrigeración y aire acondicionado hasta procesos industriales. El reto … [+4229 chars]",hoy celebra día mundial refrigerantes funcionan amplia gama aplicaciones van sistemas refrigeración aire acondicionado procesos industriales reto chars,Deportes
"{'id': None, 'name': 'Forbes.com.mx'}",Silvia Rodríguez,Impacto de la IA en empleos serán menor en países como México: FMI,"Forbes México.
 Impacto de la IA en empleos serán menor en países como México: FMI

La mayoría de las economías emergentes tiene una proporción menor de empleos altamente calificados, por lo que probablemente se verán menos afectadas, indica el organismo. 
Im…",2024-06-26T00:13:00Z,"El Fondo Monetario Internacional (FMI) advirtió que si bien la inteligencia artificial (IA) puede aumentar la productividad, impulsar el crecimiento económico y elevar los ingresos, también podría el… [+2358 chars]",fondo monetario internacional fmi advirtió si bien inteligencia artificial ia puede aumentar productividad impulsar crecimiento económico elevar ingresos podría chars,Tecnología
"{'id': None, 'name': 'BeInCrypto'}",Eduardo Venegas,El municipio Usiacurí de Colombia adopta Bitcoin para transacciones comerciales,"El municipio de Usiacurí en Colombia ahora admite criptomonedas como USDT, Bitcoin y Tron para pagos turísticos dirigidos a turistas, sin que tengan que hacer el cambio de divisa.
El post El municipio Usiacurí de Colombia adopta Bitcoin para transacciones com…",2024-06-25T21:17:41Z,"El municipio de Usiacurí en Colombia, con más de 10,000 habitantes, anunció que ahora permite el uso de criptomonedas como Bitcoin, USDT y Tron para pagar servicios turísticos en la localidad. Usiacu… [+3058 chars]",municipio usiacurí colombia habitantes anunció ahora permite uso criptomonedas bitcoin usdt tron pagar servicios turísticos localidad chars,Deportes
"{'id': None, 'name': 'Elmercurio.com.ec'}",Carmen Merchan,"LLYC lanza Free the voices, el primer banco de voces sintéticas diversas para combatir los sesgos contra el colectivo LGBTIQ+","Ante la persistencia de comportamientos discriminatorios y actos de micro-agresión diarios en contra de la comunidad LGBTIQ+ impulsados, entre muchos, por los sesgos que aún desencadenan las voces diversas; LLYC ha anunciado el lanzamiento de Free the Voices,…",2024-06-25T20:44:01Z,"Ante la persistencia de comportamientos discriminatorios y actos de micro-agresión diarios en contra de la comunidad LGBTIQ+ impulsados, entre muchos, por los sesgos que aún desencadenan las voces di… [+4468 chars]",persistencia comportamientos discriminatorios actos diarios comunidad impulsados sesgos aún desencadenan voces chars,Deportes
"{'id': None, 'name': 'The Seattle Times'}",Nina Shapiro,"Migrantes, huyendo del sufrimiento, arriesgan sus vidas para llegar a Seattle",La variedad demografía de los solicitantes de asilo que arribaron a una iglesia de Tukwila puede parecer sorprendente. Entrevistas revelan por qué huyeron de sus países de origen y cómo llegaron aquí.,2024-06-25T18:58:18Z,"Leer en inglés | Read in English
Martin estaba limpiando la sala de operaciones después de realizar una cesárea cuando los rebeldes entraron en su centro de salud rural en la República Democrática d… [+19957 chars]",leer inglés read in english martin limpiando sala operaciones después realizar cesárea rebeldes entraron centro salud rural república democrática chars,Deportes
"{'id': None, 'name': 'Xataka.com.co'}",Jessica Vargas A.,Bugatti Tourbillon: el nuevo superdeportivo híbrido de Bugatti,"Bugatti ha revolucionado el mundo de los superdeportivos con el lanzamiento del Bugatti Tourbillon 2024. Este modelo híbrido enchufable representa un hito en la evolución de la marca, combinando la potencia extrema y el lujo característico de Bugatti con la t…",2024-06-25T18:38:41Z,"Bugatti ha revolucionado el mundo de los superdeportivos con el lanzamiento del Bugatti Tourbillon 2024. Este modelo híbrido enchufable representa un hito en la evolución de la marca, combinando la p… [+2833 chars]",bugatti revolucionado mundo superdeportivos lanzamiento bugatti tourbillon modelo híbrido enchufable representa hito evolución marca combinando chars,Deportes
"{'id': 'rt', 'name': 'RT'}","RT en Español
 , RT en Español","Petro niega supuestas escuchas a magistrados y pide no caer en ""ingenuidades"" de ""grupos nazis""",La Fiscalía colombiana investiga la denuncia del vicepresidente de la Corte Constitucional sobre presuntas interceptaciones de sus comunicaciones.,2024-06-25T17:08:21Z,"El presidente de Colombia, Gustavo Petro, se pronunció sobre la polémica de las supuestas escuchas a magistrados por parte del Gobierno y sostuvo que su Administración ""no intercepta comunicaciones"".… [+2977 chars]",presidente colombia gustavo petro pronunció polémica supuestas escuchas magistrados parte gobierno sostuvo administración intercepta comunicaciones chars,Política
"{'id': None, 'name': 'Criptonoticias.com'}",Jesús Herrera,"Nubank integra Lightning de Bitcoin para sus usuarios de Colombia, México y Brasil","El gigante bancario suramericano anunció la asociación con la empresa Lightspark para dar soporte a la red de micropagos de Bitcoin.
Leer más",2024-06-25T17:08:15Z,"Hechos clave:
<ul><li>La solución con Lightning llegará a los 100 millones de clientes del NuBank.
</li><li>El banco ya permite depositar, retirar, comprar y vender bitcoin y criptomonedas. 
</li>… [+3157 chars]",hechos clave ul li solución lightning llegará 100 millones clientes nubank li banco permite depositar retirar comprar vender bitcoin criptomonedas chars,Deportes
